timestamp,listing_id,variant,top_aspects,bottom_aspects,top_scores,bottom_scores
2026-01-17T22:14:26.802316,1694367928,A,"[""overall_positive"", ""host_and_property"", ""apartment_appearance""]","[""transport_connectivity"", ""apartment_capacity"", ""arrival_check_in_experience""]","[106.0, 42.0, 35.0]","[1.0, 5.0, 8.0]"
2026-01-17T22:14:31.114724,18881338,A,"[""overall_positive"", ""walkability"", ""host_communication""]","[""atmosphere_ambiance"", ""cleanliness"", ""host_and_property""]","[11.0, 3.0, 2.0]","[1.0, 1.0, 1.0]"
2026-01-17T22:14:33.269834,45083554,A,"[""overall_positive"", ""cleanliness"", ""host_communication""]","[""atmosphere_ambiance"", ""dining_entertainment"", ""host_and_property""]","[32.0, 11.0, 10.0]","[-1.0, 2.0, 2.0]"
2026-01-17T22:14:35.458410,20390611,B,"[""overall_positive"", ""host_communication"", ""transport_proximity""]","[""equipment_supplies"", ""infrastructure_accessibility"", ""apartment_amenities""]","[82.0, 45.0, 30.0]","[-3.0, -3.0, 1.0]"
2026-01-17T22:14:37.638242,-1770963604,B,"[""overall_positive"", ""host_communication"", ""transport_proximity""]","[""environmental_conditions"", ""infrastructure_accessibility"", ""equipment_supplies""]","[13.0, 4.0, 4.0]","[-4.0, -2.0, -1.0]"
2026-01-17T22:14:39.794425,6905690,B,"[""overall_positive"", ""apartment_quality"", ""host_communication""]","[""equipment_supplies"", ""infrastructure_accessibility"", ""environmental_conditions""]","[33.0, 20.0, 14.0]","[-1.0, -1.0, 0.0]"
2026-01-17T22:14:41.982470,-1095570811,A,"[""overall_positive"", ""transport_connectivity"", ""cleanliness""]","[""atmosphere_ambiance"", ""dining_entertainment"", ""location_close_center""]","[29.0, 15.0, 14.0]","[1.0, 3.0, 4.0]"
2026-01-17T22:14:44.176977,-127847014,B,"[""apartment_amenities"", ""overall_positive"", ""space_location_features""]","[""apartment_quality"", ""host_arrival_services"", ""neighborhood_services""]","[5.0, 5.0, 3.0]","[1.0, 1.0, 1.0]"
2026-01-17T22:14:46.345919,20883755,A,"[""overall_positive"", ""cleanliness"", ""apartment_appearance""]","[""arrival_check_in_experience"", ""dining_entertainment"", ""host_communication""]","[7.0, 3.0, 2.0]","[0.0, 1.0, 1.0]"
2026-01-17T22:14:48.499116,674107818,A,"[""host_communication"", ""cleanliness"", ""overall_positive""]","[""cleanliness"", ""overall_positive"", ""host_communication""]","[3.0, 2.0, 2.0]","[2.0, 2.0, 3.0]"
2026-01-17T22:14:50.643836,32716894,B,"[""apartment_quality"", ""neighborhood_services"", ""overall_positive""]","[""host_communication"", ""location_quality"", ""apartment_quality""]","[1.0, 1.0, 1.0]","[0.0, 0.0, 1.0]"
2026-01-17T22:14:52.830138,1638779951,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""equipment_supplies"", ""environmental_conditions"", ""infrastructure_accessibility""]","[71.0, 32.0, 11.0]","[-2.0, -1.0, 0.0]"
2026-01-17T22:14:54.986782,-1261136442,B,"[""overall_positive"", ""host_communication"", ""host_arrival_services""]","[""infrastructure_accessibility"", ""environmental_conditions"", ""equipment_supplies""]","[27.0, 25.0, 8.0]","[-2.0, -1.0, -1.0]"
2026-01-17T22:14:57.156025,733939765,A,"[""overall_positive"", ""cleanliness"", ""dining_entertainment""]","[""transport_connectivity"", ""walkability"", ""arrival_check_in_experience""]","[3.0, 2.0, 2.0]","[0.0, 0.0, 1.0]"
2026-01-17T22:14:59.318780,53363672,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""infrastructure_accessibility"", ""equipment_supplies"", ""environmental_conditions""]","[95.0, 34.0, 24.0]","[-2.0, -1.0, 0.0]"
2026-01-17T22:15:01.483416,-1492009595,A,"[""overall_positive"", ""apartment_appearance"", ""atmosphere_ambiance""]","[""atmosphere_ambiance"", ""host_communication"", ""apartment_appearance""]","[10.0, 2.0, 1.0]","[1.0, 1.0, 2.0]"
2026-01-17T22:15:03.640940,22160843,B,"[""overall_positive"", ""host_arrival_services"", ""location_quality""]","[""apartment_amenities"", ""equipment_supplies"", ""location_quality""]","[5.0, 3.0, 1.0]","[-1.0, -1.0, 1.0]"
2026-01-17T22:15:05.810404,52119333,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""infrastructure_accessibility"", ""equipment_supplies"", ""environmental_conditions""]","[86.0, 33.0, 26.0]","[-21.0, -9.0, -6.0]"
2026-01-17T22:15:07.968751,1106585,A,"[""overall_positive"", ""host_and_property"", ""cleanliness""]","[""atmosphere_ambiance"", ""apartment_capacity"", ""walkability""]","[88.0, 30.0, 28.0]","[3.0, 4.0, 8.0]"
2026-01-17T22:15:10.114588,-649254167,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""apartment_quality"", ""space_location_features"", ""host_communication""]","[6.0, 2.0, 1.0]","[1.0, 1.0, 2.0]"
2026-01-17T22:15:12.298284,856806939,B,"[""host_communication"", ""overall_positive"", ""apartment_amenities""]","[""apartment_amenities"", ""apartment_quality"", ""neighborhood_services""]","[2.0, 2.0, 1.0]","[1.0, 1.0, 1.0]"
2026-01-17T22:15:14.463416,7524076,A,"[""overall_positive"", ""host_communication"", ""cleanliness""]","[""apartment_appearance"", ""transport_connectivity"", ""atmosphere_ambiance""]","[201.0, 54.0, 52.0]","[7.0, 7.0, 14.0]"
2026-01-17T22:15:16.608083,15240543,A,"[""overall_positive"", ""cleanliness"", ""transport_connectivity""]","[""dining_entertainment"", ""arrival_check_in_experience"", ""host_and_property""]","[26.0, 17.0, 10.0]","[0.0, 2.0, 3.0]"
2026-01-17T22:15:18.773386,12403526,A,"[""overall_positive"", ""host_communication"", ""location_close_center""]","[""host_and_property"", ""transport_connectivity"", ""apartment_appearance""]","[25.0, 6.0, 4.0]","[0.0, 0.0, 1.0]"
2026-01-17T22:15:20.932532,886951342,A,"[""overall_positive"", ""cleanliness"", ""atmosphere_ambiance""]","[""transport_connectivity"", ""apartment_appearance"", ""apartment_capacity""]","[5.0, 4.0, 2.0]","[0.0, 1.0, 1.0]"
2026-01-17T22:15:23.114562,-581155624,A,"[""overall_positive"", ""cleanliness"", ""arrival_check_in_experience""]","[""apartment_capacity"", ""dining_entertainment"", ""transport_connectivity""]","[10.0, 5.0, 3.0]","[0.0, 1.0, 1.0]"
2026-01-17T22:15:25.261740,49171514,A,"[""overall_positive"", ""host_communication"", ""host_and_property""]","[""transport_connectivity"", ""arrival_check_in_experience"", ""apartment_capacity""]","[77.0, 26.0, 23.0]","[1.0, 2.0, 4.0]"
2026-01-17T22:15:27.443006,32953261,A,"[""overall_positive"", ""cleanliness"", ""arrival_check_in_experience""]","[""host_and_property"", ""dining_entertainment"", ""location_close_center""]","[13.0, 7.0, 4.0]","[0.0, 1.0, 1.0]"
2026-01-17T22:15:29.609683,1315154999,B,"[""apartment_quality""]","[""apartment_quality""]",[1.0],[1.0]
2026-01-17T22:15:31.765618,-1456693421,B,"[""apartment_quality"", ""apartment_amenities"", ""host_communication""]","[""equipment_supplies"", ""overall_positive"", ""host_communication""]","[3.0, 2.0, 1.0]","[-1.0, -1.0, 1.0]"
2026-01-17T22:15:33.920405,-741035517,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""infrastructure_accessibility"", ""equipment_supplies"", ""environmental_conditions""]","[150.0, 58.0, 50.0]","[-6.0, 0.0, 2.0]"
2026-01-17T22:15:36.140285,-1767135095,B,"[""apartment_quality"", ""host_communication"", ""neighborhood_services""]","[""apartment_quality"", ""host_communication"", ""neighborhood_services""]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]"
2026-01-17T22:15:38.360958,8138861,A,"[""overall_positive"", ""cleanliness"", ""host_and_property""]","[""transport_connectivity"", ""atmosphere_ambiance"", ""arrival_check_in_experience""]","[87.0, 30.0, 20.0]","[0.0, 3.0, 5.0]"
2026-01-17T22:15:40.503155,-960224674,A,"[""overall_positive"", ""cleanliness"", ""host_communication""]","[""dining_entertainment"", ""cleanliness"", ""host_communication""]","[5.0, 2.0, 2.0]","[1.0, 2.0, 2.0]"
2026-01-17T22:15:42.671421,8503312,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""infrastructure_accessibility"", ""equipment_supplies"", ""environmental_conditions""]","[214.0, 87.0, 80.0]","[-10.0, -4.0, 0.0]"
2026-01-17T22:15:44.835705,-1935374393,A,"[""transport_connectivity""]","[""transport_connectivity""]",[1.0],[1.0]
2026-01-17T22:15:47.002725,33054221,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""infrastructure_accessibility"", ""environmental_conditions"", ""equipment_supplies""]","[148.0, 43.0, 38.0]","[-23.0, -5.0, -4.0]"
2026-01-17T23:08:59.831173,10719987,B,"[""overall_positive"", ""host_communication"", ""apartment_quality""]","[""infrastructure_accessibility"", ""equipment_supplies"", ""environmental_conditions""]","[304.0, 160.0, 76.0]","[-79.0, -55.0, -17.0]"
